"order_id","product_id","craftsman_id","customer_id","order_created_date","order_completion_date","order_status","product_name","product_description","product_type","product_price"
84,84,84,84,2019-12-07,,delivery,HandMade Brown Textured Shoulder Bag,"Brown textured shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer",clothes,66
85,85,85,85,2022-05-16,,created,Freshly Roasted & Ground Filter Coffee Powder With Chicory,"Premium coffee powder blended with 20% chicory. Roasted, ground & packed in a degassing eco-friendly coffee pouch to retain the freshness & aroma longer. Only A graded beans are selected for this blend and it is extremely well -balanced in flavour, with an excellent body and a nice medium acidity. This is not instant coffee. Recommended & perfect for south Indian filter coffee, black coffee, cold brew, espresso machine or other powdered coffee technique. Has no added sugar or preservatives.; Store the coffee powder in an airtight container in a dry, cool & dark place to retain the freshness & aroma for longer time.",Beverages,222
86,86,86,86,2021-08-25,,in progress,HandMade Men Black Solid Straight-Fit Joggers,"Black solid straight-fit joggers, has an elasticated waistband, two pockets, elasticated hems.",clothes,278
87,87,87,87,2021-01-22,,delivery,Green Coffee,"Get the long-lasting health with the world's healthiest coarsely ground coffee To be healthy, one needs to exercise regularly along with a balanced diet and a natural source should be preferred to stay on track. These naturally grown coffee beans, however, helps in optimising the daily weight management regime.",Beverages,41
88,88,88,88,2022-10-06,,created,HandMade Men Peach-Coloured Printed Scoop Neck T-shirt,"Peach-coloured printed T-shirt, has a scoop neck, and sleeveless",clothes,293
89,89,89,89,2021-04-25,,in progress,"Deccan Gold - Premium Filter Coffee, 80:20 Blend",Pristine Deccan Gold Premium is a slowly processed artisan coffee. Made from a fine blend of high grown Robusta and Arabica. Deccan Gold Premium is available in an 80:20 blend. Pristine is passionate about coffee cultivation culminated in mastering the art and craft of coffee roasting and blending to arrive at a connoisseurs cup of coffee.,Beverages,132
90,90,90,90,2020-09-22,,delivery,HandMade Men Navy Blue Solid Polo Collar T-shirt,"Navy Blue solid T-shirt, has a polo collar, short sleeves, and 1 pocket",clothes,63
91,91,91,91,2022-10-02,,in progress,Deodorant Whitening Sensitive Roll On,HandMade Whitening Sensitive Deodorant Roll On has a unique aroma. It has the fragrance that gives you long lasting aroma. It gives you protection against bad odour for a long time. The roll on application makes it easy to use and apply. It keeps you feeling fresh all day long. This deo is alcohol free and reliable safe. It has anti-microbial agents that help keep bacteria away.,Beauty & Hygiene,279
92,92,92,92,2022-06-30,2022-07-01,done,HandMade Pack of 2 Assorted Lightly Padded T-shirt Bras E6552DPUS,Pack of 2 solid medium-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortDisclaimer: The final product delivered might vary in colour and prints from the display here,clothes,143
93,93,93,93,2020-02-05,,created,Pulse Deodorant,"The World’s # 1 Male Deodorant HandMade, presents a range of deodorant bodysprays for men. Designed by the world’s leading perfumers, the HandMade range of deodorant bodysprays not only helps you smell good but also keeps you fresh, clean and confident. Beat the heat and get a chilled start to your day with the HandMade range of deodorant bodysprays. With fragrances released at -40 degrees, the HandMade range of deodorant bodysprays instantly cools your skin by 6 degrees. With a ‘one press spray can’ it reaches all over your body. Spray it on your underarms, neck, chest and back and feel the freshness in every pore of your body.Take the world by storm with HandMade Pulse Deodorant Bodyspray. The fresh, citrusy aroma of this body spray will get pulses racing and heads turning wherever you go. Crafted for the born leader, the strong, long-lasting fragrance of HandMade Pulse Deodorant Bodyspray will help you make your presence felt in every situation. The bottle is extremely lightweight which makes it travel-friendly. It is not just an ideal gift for yourself but for your loved ones too. HandMade Pulse Deodorant Bodyspray is safe on the skin and is suitable for everyday use. Experience long-lasting freshness and confidence with HandMade Pulse Deodorant Bodyspray.",Beauty & Hygiene,214
94,94,94,94,2022-04-11,,created,HandMade Sulphate Free 6-In-1 Face Wash 100g,"What It Is?:HandMade Sulphate Free 6-In-1 Face Wash 100gWhat It Does?:Organic face wash 6 in 1 has come to your rescue. A face wash that solves multiple problems like oil control, cleansing, lightening and brightening, rejuvenating, nourishment and prevents moisture loss. The face wash provides a long lasting oil controlling effect and reduces acne. It maintains the youthful glow of skin. This versatile face wash removes impurities, makes skin lighter and brighter. It is free from parabens, mineral oil, sulphate, paba and animal ingredients. It is ideal for all skin types. Just a gentle drop of this face wash will feel you the taste of heaven into your skin.Features:Removes impuritiesParaben-freeSulphate-freeMineral oil-freePABA and Animal ingredient-freeIngredients:Aqua, Sodium Lauryl Sarcosinate, Decyl glucoside, Hamamelis virginiana Extract (Witch Hazel) and Glycyrrhiza Glabra Root Extract (Liquorice), Bellis Perennis (Daisy) flower extract and Olea Europaea Leaf Extract (Olive extract)How To Use?:Take a small amount of the product in your palm and apply thoroughly to wet face. Work up lather. Rinse thoroughly.About the Brand: HandMade is the first Indian homegrown brand which has an entire range of organic skin care, body care and hair care products that are free from any harsh chemicals, Parabens, Phthalates, mineral oil, PABA, petrolatum, paraffin or animal ingredients. The brand is an incredible concept that reflects healthy lifestyle since the products are derived from plants that have been grown without chemical fertilizers, herbicides and pesticides, making them skin friendly.",clothes,144
95,95,95,95,2020-03-18,2020-03-19,done,Dark Temptation Deodorant,"The World’s #1 Male Deodorant HandMade, presents a range of deodorant bodysprays for men. Designed by the world’s leading perfumers, the HandMade range of deodorant bodysprays not only helps you smell good but also keeps you fresh, clean and confident. Beat the heat and get a chilled start to your day with the HandMade range of deodorant body sprays. With fragrances released at -40 degrees, the HandMade range of deodorant body sprays instantly cools your skin by 6 degrees. With a ‘one press spray can’ it reaches all over your body. Spray it on your underarms, neck, chest and back and feel the freshness in every pore of your body.Start your day with this irresistible fragrance. Enriched by the mischievous interplay of unique seductive ingredients, this long-lasting fragrance has been crafted for a refreshing beat in HandMade's iconic style. Powered by the unique intense fragrance of dark chocolate that leans toward seductive bliss, this deodorant has been designed for the metrosexual man. The bottle is extremely lightweight which makes it travel-friendly. It is not just an ideal gift for yourself but for your loved ones too. The mesmerising deodorant bodyspray, HandMade Dark Temptation is safe on skin and is suitable for everyday use. So charm the world with your urban sexiness and the power of HandMade Dark Temptation Deodorant Bodyspray.",Beauty & Hygiene,148
96,96,96,96,2019-09-08,2019-09-09,done,HandMade Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",clothes,280
97,97,97,97,2019-10-14,2019-10-15,done,"Pearl & Beauty Women Deodorant Roll On - For Smooth & Beautiful Underarms, 48h Protection","HandMade Pearl & Beauty Roll-On Deodorant for women features pearl extracts to support an even skin tone and care for the underarm area to make it soft and smooth. Dermatologically agreed, this roll-on provides 48-hours antiperspirant defence and can be used after shaving.For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,164
98,98,98,98,2022-11-10,2022-11-11,done,HandMade Women White Solid Trumpet Skirt,"White solid knitted trumpet skirt, has an elasticated waistband with slip on closure, flounce hem",clothes,237
99,99,99,99,2019-12-09,,created,English Lavender Deodorant - For Women,"HandMade English Lavender is a refreshing body spray is packed with elegance and beauty with an ever-lasting fragrance. Enjoy the rich and the authentic fragrances from the house of Yardley, which will keep you energizing and rejuvenating. This deo has a fresh lavender fragrance to it. It has a fresh and sensual fragrance  that is simply irresistible. Freshen up your mood with this deo.",Beauty & Hygiene,93
100,100,100,100,2021-08-30,,delivery,HandMade Men Black Printed Scoop Neck T-shirt,"Black and grey printed T-shirt, has a scoop neck, and sleeveless",clothes,173
101,101,101,101,2019-07-01,2019-07-04,done,"Deodorant Roll On - Deep Impact Freshness, 48 h Anti Perspirant Freshness","With the HandMade Deep Impact Roll-On, kick off your day for the real freshness. The effective formula with black carbon keeps you fresh all day long as the long-lasting freshness has a deep impact.For Beauty tips, tricks & more visit‚ https://bigbasket.blog/",Beauty & Hygiene,292
102,102,102,102,2021-03-09,,in progress,HandMade Women Charcoal Grey Animal Textured 15 inches Small Backpack,Charcoal grey backpackNon-Padded haul loop2 main compartments with zip closureNon-Padded backZip PocketPadded shoulder strap: Non-PaddedWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer,clothes,32
103,103,103,103,2020-09-25,,created,"Bodylicious Deodorant Spray - Blush, For Women",HandMade brings to you Blush Bodylicious deo spray which creates heady and refreshing aroma and prevents from bad odour. It gives you 24 hour brightness and has been crafted to improve their special grooming and assurance. It has a graceful and glamourous fragrance. Its floral fruity aroma is balanced by the softness of woods and musk. It helps to keep body odour and sweat under control. It is easy and simple to use.,Beauty & Hygiene,16
